date,pollution_today,dew,temp,press,wnd_spd,snow,rain,pollution_yesterday
2010-01-02,145.95833333333334,-8.5,-5.125,1024.75,24.86,0.7083333333333334,0.0,10.041666666666666
2010-01-03,78.83333333333333,-10.125,-8.541666666666666,1022.7916666666666,70.93791666666667,14.166666666666666,0.0,145.95833333333334
2010-01-04,31.333333333333332,-20.875,-11.5,1029.2916666666667,111.16083333333334,0.0,0.0,78.83333333333333
2010-01-05,42.458333333333336,-24.583333333333332,-14.458333333333334,1033.625,56.91999999999999,0.0,0.0,31.333333333333332
2010-01-06,56.416666666666664,-23.708333333333332,-12.541666666666666,1033.75,18.511666666666667,0.0,0.0,42.458333333333336
2010-01-07,69.0,-21.25,-12.5,1034.0833333333333,10.169999999999996,0.0,0.0,56.416666666666664
2010-01-08,176.20833333333334,-17.125,-11.708333333333334,1028.0,1.9729166666666667,0.0,0.0,69.0
2010-01-09,88.5,-16.333333333333332,-9.125,1029.0416666666667,13.29875,0.0,0.0,176.20833333333334
2010-01-10,57.25,-15.958333333333334,-8.75,1032.5,17.41583333333333,0.0,0.0,88.5
2010-01-11,20.0,-20.708333333333332,-8.708333333333334,1034.3333333333333,41.68583333333333,0.0,0.0,57.25
2010-01-12,20.75,-23.541666666666668,-12.416666666666666,1030.7083333333333,60.37833333333333,0.0,0.0,20.0
2010-01-13,40.208333333333336,-21.958333333333332,-10.0,1030.4583333333333,169.75416666666663,0.0,0.0,20.75
2010-01-14,93.70833333333333,-17.625,-9.5,1025.2083333333333,13.238749999999996,0.0,0.0,40.208333333333336
2010-01-15,45.458333333333336,-17.166666666666668,-7.041666666666667,1036.8333333333333,12.381666666666662,0.0,0.0,93.70833333333333
2010-01-16,177.625,-13.5,-8.416666666666666,1033.0416666666667,2.677916666666667,0.0,0.0,45.458333333333336
2010-01-17,209.20833333333334,-12.083333333333334,-7.25,1028.8333333333333,4.134583333333334,0.0,0.0,177.625
2010-01-18,260.2083333333333,-9.666666666666666,-4.916666666666667,1026.75,4.916250000000001,0.0,0.0,209.20833333333334
2010-01-19,340.75,-3.7916666666666665,0.2916666666666667,1020.6666666666666,4.788333333333334,0.0,0.0,260.2083333333333
2010-01-20,85.33333333333333,-11.041666666666666,-1.1666666666666667,1030.2083333333333,34.481249999999996,0.0,0.0,340.75
2010-01-21,27.041666666666668,-21.166666666666668,-6.125,1036.375,59.07083333333335,0.0,0.0,85.33333333333333
2010-01-22,29.416666666666668,-18.791666666666668,-4.583333333333333,1034.375,93.06208333333332,0.0,0.0,27.041666666666668
2010-01-23,23.965686274509807,-17.708333333333332,-1.9166666666666667,1028.0,43.89208333333334,0.0,0.0,29.416666666666668
2010-01-24,40.9264705882353,-17.25,-3.4166666666666665,1021.4166666666666,31.695833333333336,0.0,0.0,23.965686274509807
2010-01-25,64.22058823529413,-21.875,-3.0416666666666665,1032.5,146.20208333333332,0.0,0.0,40.9264705882353
2010-01-26,138.63725490196077,-15.375,-5.666666666666667,1024.7083333333333,3.146666666666668,0.0,0.0,64.22058823529413
2010-01-27,122.33333333333333,-11.708333333333334,1.125,1016.2083333333334,24.707083333333333,0.0,0.0,138.63725490196077
2010-01-28,21.166666666666668,-19.125,-1.2083333333333333,1026.1666666666667,41.2725,0.0,0.0,122.33333333333333
2010-01-29,23.875,-21.625,0.625,1022.8333333333334,44.32833333333334,0.0,0.0,21.166666666666668
2010-01-30,44.291666666666664,-18.708333333333332,1.9583333333333333,1019.5416666666666,40.01583333333333,0.0,0.0,23.875
2010-01-31,39.25,-15.791666666666666,1.3333333333333333,1024.2083333333333,62.510416666666664,0.0,0.0,44.291666666666664
2010-02-01,64.79166666666667,-10.083333333333334,-2.875,1026.75,13.037916666666666,0.0,0.0,39.25
2010-02-02,65.625,-16.291666666666668,-5.416666666666667,1028.2916666666667,5.959583333333334,0.0,0.0,64.79166666666667
2010-02-03,77.54166666666667,-19.958333333333332,-5.166666666666667,1028.5,14.917499999999999,0.0,0.0,65.625
2010-02-04,58.5,-20.5,-5.041666666666667,1026.7916666666667,5.606249999999999,0.0,0.0,77.54166666666667
2010-02-05,78.45833333333333,-14.333333333333334,-4.083333333333333,1029.8333333333333,4.7316666666666665,0.0,0.0,58.5
2010-02-06,76.125,-10.458333333333334,-5.0,1030.5416666666667,22.818749999999998,0.6666666666666666,0.0,78.45833333333333
2010-02-07,109.16666666666667,-6.5,-4.333333333333333,1022.6666666666666,5.770833333333331,1.7083333333333333,0.0,76.125
2010-02-08,178.08333333333334,-5.25,-1.5416666666666667,1019.2083333333334,3.257916666666667,0.0,0.0,109.16666666666667
2010-02-09,157.25,-9.833333333333334,0.041666666666666664,1023.7916666666666,3.2954166666666667,0.0,0.0,178.08333333333334
2010-02-10,12.416666666666666,-22.291666666666668,-1.5833333333333333,1030.9583333333333,40.35833333333333,0.0,0.0,157.25
2010-02-11,14.333333333333334,-22.125,-3.6666666666666665,1035.7083333333333,27.060416666666644,0.0,0.0,12.416666666666666
2010-02-12,23.083333333333332,-21.541666666666668,-5.208333333333333,1034.9166666666667,6.852916666666663,0.0,0.0,14.333333333333334
2010-02-13,78.08333333333333,-17.833333333333332,-4.583333333333333,1028.7916666666667,8.95833333333333,0.0,0.0,23.083333333333332
2010-02-14,131.97916666666666,-20.0,-4.208333333333333,1032.5416666666667,9.107916666666666,0.0,0.0,78.08333333333333
2010-02-15,30.0,-22.291666666666668,-5.541666666666667,1035.125,5.97708333333333,0.0,0.0,131.97916666666666
2010-02-16,93.58333333333333,-16.958333333333332,-5.375,1030.2083333333333,7.502499999999999,0.0,0.0,30.0
2010-02-17,67.29166666666667,-19.083333333333332,-2.2916666666666665,1026.25,43.657500000000006,0.0,0.0,93.58333333333333
2010-02-18,79.66666666666667,-19.0,-2.0416666666666665,1023.7083333333334,4.61625,0.0,0.0,67.29166666666667
2010-02-19,112.95833333333333,-15.583333333333334,0.08333333333333333,1016.625,3.7375000000000007,0.0,0.0,79.66666666666667
2010-02-20,178.5,-10.291666666666666,0.875,1012.7083333333334,3.64875,0.0,0.0,112.95833333333333
2010-02-21,125.75,-9.708333333333334,4.208333333333333,1013.2916666666666,14.585416666666669,0.0,0.0,178.5
2010-02-22,94.5,-7.791666666666667,0.08333333333333333,1018.5833333333334,20.10125,0.0,0.0,125.75
2010-02-23,166.5,-6.541666666666667,0.08333333333333333,1007.3333333333334,1.6554166666666668,0.0,0.0,94.5
2010-02-24,277.7083333333333,-2.5,4.375,1004.2083333333334,9.554999999999998,0.0,0.0,166.5
2010-02-25,169.625,-1.3333333333333333,3.9166666666666665,1015.625,21.903333333333332,0.0,0.0,277.7083333333333
2010-02-26,69.875,-6.791666666666667,1.8333333333333333,1020.875,35.403749999999995,0.0,0.0,169.625
2010-02-27,76.41666666666667,-6.375,-1.25,1019.5,18.317083333333333,0.4583333333333333,0.0,69.875
2010-02-28,83.58333333333333,-7.125,-0.125,1022.4166666666666,14.675416666666665,0.875,0.0,76.41666666666667
2010-03-01,57.916666666666664,-5.041666666666667,-2.5416666666666665,1022.8333333333334,42.01250000000001,1.2083333333333333,0.0,83.58333333333333
2010-03-02,90.08333333333333,-8.458333333333334,1.625,1021.1666666666666,23.54875,0.0,0.0,57.916666666666664
2010-03-03,157.875,-6.208333333333333,1.6666666666666667,1022.875,7.114583333333332,0.0,0.0,90.08333333333333
2010-03-04,186.08333333333334,-3.4583333333333335,2.4166666666666665,1015.5,7.937083333333333,0.0,0.041666666666666664,157.875
2010-03-05,31.333333333333332,-20.333333333333332,0.5416666666666666,1026.9583333333333,50.30583333333334,0.0,0.0,186.08333333333334
2010-03-06,50.041666666666664,-17.333333333333332,-2.0,1033.6666666666667,31.553333333333327,0.0,0.0,31.333333333333332
2010-03-07,87.25,-10.25,-2.4583333333333335,1035.25,11.643333333333333,0.041666666666666664,0.0,50.041666666666664
2010-03-08,48.333333333333336,-6.875,-3.3333333333333335,1039.5,14.107500000000002,2.75,0.0,87.25
2010-03-09,18.0,-17.958333333333332,-3.375,1035.375,97.55083333333333,0.0,0.0,48.333333333333336
2010-03-10,59.583333333333336,-13.708333333333334,0.75,1021.375,11.470416666666667,0.0,0.0,18.0
2010-03-11,171.625,-7.791666666666667,2.2083333333333335,1009.4166666666666,4.487500000000001,0.0,0.0,59.583333333333336
2010-03-12,49.208333333333336,-14.291666666666666,5.541666666666667,1017.4166666666666,26.338333333333324,0.0,0.0,171.625
2010-03-13,62.125,-9.75,2.875,1026.375,21.707916666666666,0.0,0.0,49.208333333333336
2010-03-14,83.875,-3.5416666666666665,0.25,1020.9166666666666,10.339999999999998,3.375,0.25,62.125
2010-03-15,64.5,-9.75,1.5833333333333333,1023.2083333333334,61.102916666666665,0.0,0.0,83.875
2010-03-16,64.25,-10.791666666666666,0.5,1023.2083333333334,4.0424999999999995,0.0,0.0,64.5
2010-03-17,40.791666666666664,-12.833333333333334,3.0,1026.3333333333333,16.018333333333334,0.0,0.0,64.25
2010-03-18,157.66666666666666,-3.2916666666666665,0.5833333333333334,1020.0416666666666,4.840833333333333,0.041666666666666664,0.0,40.791666666666664
2010-03-19,228.41666666666666,1.7916666666666667,4.375,1003.5,3.0316666666666676,0.0,0.25,157.66666666666666
2010-03-20,203.04166666666666,-6.916666666666667,6.958333333333333,1008.375,83.04875,0.0,0.0,228.41666666666666
2010-03-21,68.91666666666667,-8.041666666666666,7.458333333333333,1013.75,18.904999999999998,0.0,0.0,203.04166666666666
2010-03-22,157.125,-8.0,8.625,1014.0416666666666,35.65958333333334,0.0,0.0,68.91666666666667
2010-03-23,52.125,-7.75,7.625,1020.9583333333334,28.826249999999998,0.0,0.0,157.125
2010-03-24,62.833333333333336,-6.541666666666667,6.75,1022.3333333333334,20.000416666666663,0.0,0.25,52.125
2010-03-25,30.416666666666668,-11.0,4.375,1026.0416666666667,13.761666666666668,0.0,0.0,62.833333333333336
2010-03-26,67.70833333333333,-10.75,6.5,1019.0416666666666,9.479583333333332,0.0,0.0,30.416666666666668
2010-03-27,72.33333333333333,-8.541666666666666,5.875,1025.25,16.48458333333333,0.0,0.0,67.70833333333333
2010-03-28,71.79166666666667,-7.166666666666667,6.541666666666667,1026.4583333333333,14.474583333333335,0.0,0.0,72.33333333333333
2010-03-29,213.70833333333334,-0.20833333333333334,7.541666666666667,1023.4583333333334,11.344166666666665,0.0,0.4583333333333333,71.79166666666667
2010-03-30,215.08564814814812,6.5,8.5,1017.125,9.686666666666664,0.0,5.083333333333333,213.70833333333334
2010-03-31,141.4351851851852,1.6666666666666667,11.125,1014.4166666666666,10.892916666666666,0.0,0.041666666666666664,215.08564814814812
2010-04-01,28.041666666666668,-16.666666666666668,8.666666666666666,1020.125,123.8975,0.0,0.0,141.4351851851852
2010-04-02,30.75,-15.25,6.541666666666667,1020.375,38.605,0.0,0.0,28.041666666666668
2010-04-03,101.20833333333333,-7.416666666666667,7.916666666666667,1016.9166666666666,21.941666666666666,0.0,0.0,30.75
2010-04-04,123.5,-4.791666666666667,13.833333333333334,1009.625,7.189583333333334,0.0,0.0,101.20833333333333
2010-04-05,135.08333333333334,1.7083333333333333,10.916666666666666,1014.0,10.468749999999998,0.0,0.125,123.5
2010-04-06,20.375,-12.291666666666666,10.5,1025.3333333333333,17.059166666666666,0.0,0.0,135.08333333333334
2010-04-07,92.875,-5.916666666666667,11.916666666666666,1020.0416666666666,26.169999999999998,0.0,0.0,20.375
